3.50,2
3.22,2
0.63,2
3.38,2
3.75,2
2.63,2
2.75,2
3.21,0
4.00,0
4.00,1
3.88,1
1.50,3
3.59,1
3.09,2
2.57,4
3.21,1
3.01,2
3.25,2
2.84,3
3.70,1
2.57,4
3.50,2
2.63,4
2.84,2
3.27,2
3.34,1
3.46,1
3.46,1
3.46,1
3.62,1
3.75,2
3.09,1
3.71,1
3.29,2
2.28,1
3.42,3
2.76,1
3.71,2
2.20,2
2.80,2
1.25,3
1.39,2
2.49,3
3.61,0
2.63,4
2.84,2
3.27,2
